TIMESTAMP,SW_IN_Fx/Rax,SW_IN_Ff,Raf,Ra,SW_IN_F,TA_F,P_F,WS_F,TA_D,RH,acpcp,apcp,dswrf,gust,spfh,tmax,tmin
20130202,0.162940219,59.615,607.63,601.78,31.024,-7.4,4.8,3.849,-1.293,79.1665,0.49,3.4,264,32.29432,0.681,-9.14,-10.35
20130203,0.051553724,70.863,613.59,607.63,59.615,-8.693,0,2.621,0.592,71.57755,0.05,0.1,351,17.15515,0.651392,-8.81,-9.67
20130204,0.098110692,112.007,619.63,613.59,70.863,-8.101,0,2.127,2.151,58.34833333,0.18,1.08,346,28.68943,0.699779,-7.59,-9.31
20130205,0.11548917,165.804,625.76,619.63,112.007,-5.95,0,2.427,2.253,54.424,0,0.4,374,14.51715,0.747951,-9.31,-10.05
20130206,0.180764327,89.205,631.98,625.76,165.804,-3.697,0,2.894,1.331,57.74,0.11,0.51,445,24.65397,0.774918,-5.43,-6.04
20130207,0.264964204,37.294,638.28,631.98,89.205,-2.366,0,3.704,-1.257,85.8915,0,0,373,23.67287,0.951334,-6.78,-7.03
20130208,0.141151619,175.373,644.66,638.28,37.294,-3.623,17.4,4.318,-2.641,73.316,0,25,166,44.78938,1.038036,-1.39,-2.2
20130209,0.058428903,137.319,651.11,644.66,175.373,-6.264,0,2.197,4.779,64.855625,0,0.14,601,21.54833,0.665416,-7.94,-9.12
20130210,0.272039525,57.931,657.64,651.11,137.319,-1.485,0,3.589,4.594,71.8815,0,0,514,17.98464,0.896978,-10.7,-11.11
20130211,0.210899848,63.347,664.23,657.64,57.931,3.109,5.2,6.95,-2.855,72.085,0.63,5.1,420,69.274,1.578,1.63,0.05
20130212,0.088089228,143.547,670.9,664.23,63.347,0.254,0,4.612,-0.648,60.863,0.23,0.56,433,49.55357,1.125,-0.84,-2.03
20130213,0.095369074,55.727,677.63,670.9,143.547,-0.394,0,2.097,0.619,82.861,0.1,0.09,604,14.03832,1.047795,-2.6,-3.58
20130214,0.213961842,125.544,684.41,677.63,55.727,0.225,1.6,4.248,-1.443,57.83875,0,3.2,205,36.85371,1.277198,-5.43,-6.13
20130215,0.082238095,165.412,691.25,684.41,125.544,-1.218,0,4.256,-3.072,51.745,0.26,1.2,525,42.78806,0.989685,0.96,-0.42
20130216,0.183433907,185.975,698.14,691.25,165.412,-4.29,0,2.303,-4.759,51.03,0.04,0.1,627,11.23979,0.674175,-9.25,-9.91
20130217,0.239294033,164.252,705.08,698.14,185.975,-9.049,0,2.865,5.926,53.41833333,0.18,0.2,564,31.63385,0.549398,-10.17,-11.16
20130218,0.266386398,31.344,712.08,705.08,164.252,-3.123,0,3.162,3.014,76.85590909,0,0,401,24.28962,0.774131,-13,-13.65
20130219,0.232955126,129.546,719.1,712.08,31.344,-0.109,7.8,7.138,-6.464,55.88388889,0.21,12.8,366,70.4388,1.326,2.54,-1.47
20130220,0.044017526,178.638,726.17,719.1,129.546,-6.573,0,4.932,-0.126,57.24636364,0.55,1.6,559,50.0584,0.656041,-6.67,-6.97
20130221,0.180150188,29.977,733.28,726.17,178.638,-6.699,0,3.222,4.472,84.62,0.01,0.13,684,27.37422,0.639637,-9.03,-10.33
20130222,0.246000248,117.931,740.41,733.28,29.977,-2.227,3.8,5.325,2.91,72.35140909,0,8.22,183,36.46222,1.051522,-8.69,-9.93
20130223,0.0408807,94.135,748.53,740.41,117.931,0.683,0,3.791,-1.877,73.50045455,0.22,0.7,651,37.19654,1.270518,0.87,-0.72
20130224,0.159277968,139.124,754.77,748.53,94.135,-1.194,0,2.844,1.376,57.85181818,0.34,0.7,552,21.8374,1.037985,-5.36,-6
20130225,0.125759823,94.851,761.98,754.77,139.124,0.182,0,2.203,0.837,62.09954545,0.01,0,673,10.44519,1.048322,-5.46,-6.17
20130226,0.184326351,27.751,769.21,761.98,94.851,1.019,17.6,6.001,0.626,90.93,0,6.1,475,45.77459,1.25809,-3.44,-3.95
20130227,0.124479645,59.291,776.44,769.21,27.751,1.645,6.8,3.497,0.023,81.27681818,0,25.21,92,26.57665,1.596,0.6,0.02
20130228,0.036077274,84.165,783.7,776.44,59.291,1.668,1,3.277,-3.976,69.00322727,0.61,3.33,478,31.65927,1.41,-0.4,-1.23
20130301,0.076362629,86.472,790.96,783.7,84.165,-2.308,0,3.652,-1.853,68.37231818,0.03,0,721,32.80205,0.876034,-3.54,-4.88
20130302,0.107394411,149.128,798.22,790.96,86.472,-4.161,0,3.187,0.084,63.22166667,0.03,0.02,701,25.8729,0.717,-9,-9.65
20130303,0.109325377,94.122,805.49,798.22,149.128,-4.077,0,3.531,0.727,67.31368182,0.05,0.1,688,33.02103,0.739,-8.31,-9.22
20130304,0.186825687,227.597,812.75,805.49,94.122,-3.35,0,2.924,0.739,62.550125,0.09,0.3,581,28.92986,0.829932,-9.72,-10.38
20130305,0.116850613,136.123,819.99,812.75,227.597,-2.611,0,3.436,4.177,66.22655,0.01,0,769,26.03146,0.832236,-8.62,-10.11
20130306,0.280033221,115.462,827.23,819.99,136.123,1.566,0,3.737,1.01,71.89545455,0.07,0.1,492,48.2089,1.279,-2.83,-4.27
20130307,0.166005683,180.957,834.46,827.23,115.462,2.576,0,2.604,-0.25,63.255,0.34,1.8,413,20.61587,1.404056,-0.95,-1.89
20130308,0.139576659,194.388,841.67,834.46,180.957,2.326,0,2.563,-1.126,63.525,0.09,0.1,805,27.15002,1.272966,-1.52,-3.93
20130309,0.216855212,180.059,848.86,841.67,194.388,1.2,0,2.567,8.721,44.09625,0,0,719,10.701161,1.219,-1.29,-3.17
20130310,0.230955125,19.289,856.02,848.86,180.059,9.921,0,3.343,-1.322,73.23833333,0,0,649,29.60627,1.703,2.09,0.21
20130311,0.212118606,64.066,863.17,856.02,19.289,8.599,20.6,4.445,-7.236,84.85583333,0.08,8.9,156,61.10713,2.163,4.9,4.54
20130312,0.022533352,133.581,870.28,863.17,64.066,1.363,0,5.753,-2.693,65.30583333,0.28,10,612,50.9699,1.42,4.63,1.43
20130313,0.074221764,164.477,877.35,870.28,133.581,-1.33,0,4.686,-0.581,54.35708333,0.88,3,658,37.24862,1.085,-1.68,-2.81
20130314,0.15349198,38.877,884.4,877.35,164.477,-1.911,0,3.898,2.201,83.36291667,0.42,0.6,802,36.36254,0.852,-3.71,-4.43
20130315,0.187470223,94.045,891.4,884.4,38.877,0.29,0,3.443,-2.814,72.67545833,0.31,1.6,319,36.10067,1.223796,-3.53,-4.75
20130316,0.043958616,206.333,898.36,891.4,94.045,-2.524,0.2,3.122,-0.049,53.2235,0.04,1.69,712,26.00526,0.972,-2.55,-3.11
20130317,0.10550258,45.094,905.28,898.36,206.333,-2.573,0,2.483,1.386,81.1825,0.12,0.13,780,10.86282,0.887011,-3.98,-5.1
20130318,0.229677412,92.452,912.14,905.28,45.094,-1.187,5.2,6.619,-0.774,76.07384615,0,5.14,211,48.5791,1.11,-4.73,-5.01
20130319,0.049812213,196.902,918.96,912.14,92.452,-1.961,0.4,6.423,-1.338,62.25653846,0.75,5.57,696,53.7111,1.143,1.83,-0.15
20130320,0.101357248,104.707,925.73,918.96,196.902,-3.299,0,4.162,-1.373,75.65916667,0.9,1.17,779,42.02703,0.925,-4.18,-4.65
20130321,0.214266127,56.493,932.44,925.73,104.707,-4.672,0.2,3.596,2.236,74.015,0.28,0.5,694,35.87608,0.838,-5.83,-7.26
20130322,0.113107494,153.31,939.1,932.44,56.493,-2.436,0,3.61,2.604,63.56504167,0.08,0.25,692,36.73552,0.998,-3.85,-4.71
20130323,0.060586204,129.268,945.7,939.1,153.31,0.168,0,2.718,-0.72,61.18795833,0.06,0,737,27.48574,1.123,-3.75,-3.85
20130324,0.16325205,81.769,952.23,945.7,129.268,-0.552,0,3.846,2.041,66.18038462,0.01,0,790,26.11867,1.064,-3.05,-3.65
20130325,0.136690282,148.769,958.7,952.23,81.769,1.489,0,4.472,1.715,60.60461538,0.02,0.97,555,47.58571,1.289,-0.35,-0.75
20130326,0.085871061,128.38,965.1,958.7,148.769,3.204,0,3.478,-1.648,73.71846154,0.53,0.53,690,32.53968,1.399,-0.25,-0.65
20130327,0.155177845,98.278,971.44,965.1,128.38,1.556,0.4,3.181,0.759,74.83507692,0.33,0.41,560,35.47445,1.243,-1.55,-1.85
20130328,0.133022485,264.965,977.71,971.44,98.278,2.315,0,2.67,2.065,60.78661538,0.49,0.64,440,30.7154,1.422,-0.15,-0.45
20130329,0.101167339,273.03,983.9,977.71,264.965,4.38,0,2.766,0.514,44.21234615,0.01,0,1006,17.0331,1.309,0.35,-0.05
20130330,0.271005717,105.672,990.01,983.9,273.03,4.894,0,2.518,1.681,60.87003846,0,0,1012,12.366722,1.184,0.95,0.18
20130331,0.277497713,173.972,996.06,990.01,105.672,6.575,0.8,3.899,-6.732,56.69923077,0.12,0.2,486,39.69877,1.669,2.95,2.55
20130401,0.106738316,177.758,1002.02,996.06,173.972,-0.157,0.2,4.488,-1.599,49.65833333,1.12,5.98,941,44.04682,1.089,4.75,3.25
20130402,0.174660161,231.253,1007.91,1002.02,177.758,-1.756,0,3.741,0.132,50.13346154,0.12,0.1,942,39.12276,0.712,-3.45,-3.75
20130403,0.177399653,281.424,1013.71,1007.91,231.253,-1.624,0,3.355,3.605,33.88583333,0.09,0.12,1018,35.61451,0.715609,-2.75,-3.25
20130404,0.229438144,256.718,1019.43,1013.71,281.424,1.981,0,3.239,0.361,47.365,0,0,1007,29.44898,0.787,-3.45,-3.65
20130405,0.277617859,199.345,1025.07,1019.43,256.718,2.342,0,3.61,-1.001,50.68396154,0,0,1100,31.52304,1.094555,0.55,0.24
20130406,0.251825039,241.422,1030.63,1025.07,199.345,1.341,0,3,8.938,54.90269231,0,0.3,818,23.13225,0.877,-2.05,-2.39
20130407,0.194469646,161.323,1036.1,1030.63,241.422,10.279,0,5.776,-3.44,69.58888462,0.55,1.2,700,64.75325,2.046,6.35,3.69
20130408,0.234247014,159.455,1041.48,1036.1,161.323,6.839,4.4,3.769,1.619,80.49307692,0.85,2.5,487,34.52247,1.97,2.95,2.39
20130409,0.155702152,24.515,1046.78,1041.48,159.455,8.458,8.4,2.818,-2.083,95.13846154,1.8,4.91,719,26.69272,2.179,10.65,6.55
20130410,0.153104236,40.144,1052.37,1046.78,24.515,6.375,15.4,4.281,-4.467,88.86538462,1.82,4.6,250,30.39338,2.403,8.45,7.9
20130411,0.023419439,54.534,1057.36,1052.37,40.144,1.908,15,7.344,0.995,91.87846154,0,10.2,150,64.8896,1.506,3.85,2.84
20130412,0.038146279,105.074,1062.26,1057.36,54.534,2.903,7.2,5.571,0.676,83.17307692,0.37,11.9,389,54.50212,1.947,1.65,-0.08
20130413,0.051575622,166.95,1067.07,1062.26,105.074,3.579,0,5.471,0.696,57.80692308,1.3,1.34,861,50.7071,1.600079,2.25,1.99
20130414,0.09891552,254.678,1071.91,1067.07,166.95,4.275,0,3.068,7.993,51.29692308,0.08,0.38,701,27.91508,1.406,1.55,0.06
20130415,0.156456465,46.646,1076.67,1071.91,254.678,12.268,0,3.788,-0.654,85.93311538,0.56,0.5,816,37.05061,2.494,3.45,2.62
20130416,0.237592708,308.929,1081.33,1076.67,46.646,11.614,7.4,3.71,-2.878,52.96311538,0.26,0.81,274,48.07345,2.739,12.55,12.21
20130417,0.043324324,181.595,1085.91,1081.33,308.929,8.736,0,3.888,6.788,62.95325,0,0,1128,31.0862,1.587,6.05,3.96
20130418,0.285693544,63.494,1090.38,1085.91,181.595,15.524,0,4.596,-6.395,75.51766667,11.13,11.18,999,49.97938,3.523,8.95,7.87
20130419,0.167228408,150.667,1094.77,1090.38,63.494,9.129,3.8,6.897,-7.795,57.91203333,8.35,15.4,566,65.34137,2.843,15.35,14.27
20130420,0.058231075,332.894,1099.07,1094.77,150.667,1.334,4.6,4.706,0.435,53.20466667,0.55,0.69,1072,47.94368,1.077,3.35,2.3
20130421,0.137624341,325.486,1103.27,1099.07,332.894,1.769,0,3.162,6.418,46.236,0,0,1251,15.90324,1.054,-2.75,-3.45
20130422,0.302886986,284.801,1107.38,1103.27,325.486,8.187,0,3.265,2.496,47.78903333,0,0,1195,29.15229,1.553,1.05,0.77
20130423,0.295019352,34.632,1111.4,1107.38,284.801,10.683,0,3.69,-3.473,88.304,0,0,1120,38.86666,1.989,7.65,6.33
20130424,0.257184526,229.537,1115.32,1111.4,34.632,7.21,12,4.11,-2.119,74.65133333,0.02,27.58,83,43.81806,2.38,12.25,10.72
20130425,0.031160698,327.143,1119.16,1115.32,229.537,5.091,1.6,3.941,1.933,54.98266667,0.53,0.62,996,38.02243,1.57,1.55,1.05
20130426,0.205803716,324.266,1122.9,1119.16,327.143,7.024,0.2,2.425,5.655,37.25103333,0.01,0.02,1201,10.83337,1.401,2.65,1.44
20130427,0.292311198,97.684,1126.55,1122.9,324.266,12.679,0,2.694,-0.438,72.62303333,0,0,1240,14.31671,1.706,4.81,4.51
20130428,0.288775492,77.635,1130.11,1126.55,97.684,12.241,14.4,3.25,-0.726,92.84,0.11,12.4,555,31.87865,2.644,10.62,9.34
20130429,0.086710754,244.719,1133.58,1130.11,77.635,11.515,0.4,2.675,3.838,75.372,0.25,1.5,345,31.42811,3.188,10.65,9.69
20130430,0.068696853,321.915,1136.96,1133.58,244.719,15.353,0,3.215,2.471,56.69036667,0,0,1042,28.20915,3.367,11.17,10.46
20130501,0.215881543,333.719,1139.83,1136.96,321.915,17.824,0,2.765,0.414,34.17166667,0,0,1223,29.78255,3.01,13.85,12.19
20130502,0.28313661,318.392,1143.45,1139.83,333.719,18.238,0,3.14,0.301,36.869,0,0,1243,26.40083,2.844,15.05,12.85
20130503,0.292779625,328.802,1146.57,1143.45,318.392,18.539,0,3.519,-2.072,37.2087,0,0,1163,29.70115,2.642,13.65,11.85
20130504,0.278448555,329.262,1149.59,1146.57,328.802,16.467,0,3.415,1.39,37.30133333,0,0,1305,28.98062,2.325,14.05,11.85
20130505,0.286770106,332.102,1152.53,1149.59,329.262,17.857,0,3.351,-1.273,33.69103333,0,0,1284,21.08654,2.796,12.15,10.95
20130506,0.286416896,302.608,1155.4,1152.53,332.102,16.584,0,2.824,2.267,46.81736667,0,0,1322,19.04661,2.361,13.35,10.95
20130507,0.288150417,205.828,1158.15,1155.4,302.608,18.851,0,3.135,-2.16,68.30333333,0,0,1248,17.82143,3.322,13.55,12.45
20130508,0.261907564,271.586,1160.84,1158.15,205.828,16.691,2.6,2.132,0.102,74.479,2.71,2.8,1053,14.7175,3.559,14.75,13.15
20130509,0.177721366,130.095,1163.43,1160.84,271.586,16.793,0.6,2.59,-0.957,81.28666667,0.79,0.8,730,10.65681,3.578,14.75,13.95
20130510,0.233956445,130.179,1165.95,1163.43,130.095,15.836,5.2,3.396,-8.461,88.07333333,3.77,11.3,497,24.59082,3.438,15.25,13.95
20130511,0.111820221,164.787,1168.39,1165.95,130.179,7.375,0.2,3.784,-2.43,67.45636667,0.54,0.7,761,29.74737,2.361,11.45,8.22
20130512,0.111650585,190.017,1170.74,1168.39,164.787,4.945,2.2,4.961,-0.334,61.28166667,1.12,2.89,867,53.6459,1.497,6.85,3.05
20130513,0.141037667,90.214,1173.02,1170.74,190.017,4.611,0,3.388,3.075,70.36466667,0.6,0.6,1171,32.30843,1.344,1.05,0.13
20130514,0.162305038,332.427,1175.21,1173.02,90.214,7.686,1.4,3.406,10.15,54.85666667,0,0.2,605,24.20647,1.819,2.55,1.75
20130515,0.07690747,350.646,1177.33,1175.21,332.427,17.836,0.4,3.854,0.84,35.97933333,0.86,0.82,903,41.39769,3.459,7.85,7.05
20130516,0.282866041,296.448,1179.37,1177.33,350.646,18.676,0,3.315,-5.16,48.34803333,0,0,1329,22.22002,2.768,14.65,12.02
20130517,0.297831534,202.261,1181.33,1179.37,296.448,13.516,0,3.446,3.166,44.776,0,0,1209,26.97668,2.297,10.25,7.96
20130518,0.25136132,321.43,1183.22,1181.33,202.261,16.682,0,3.59,2.372,67.24566667,0,0.1,534,32.62215,2.748,12.35,11.95
20130519,0.171214648,330.192,1185.03,1183.22,321.43,19.054,0,2.676,2.341,72.259,0.12,0.1,1266,20.52352,4.126,12.35,11.75
20130520,0.271657004,258.008,1186.77,1185.03,330.192,21.395,0,2.666,0.575,69.73266667,0,0,1265,25.79717,4.731,17.35,15.15
20130521,0.278635984,257.029,1188.44,1186.77,258.008,21.97,0,3.392,-0.067,64.78003333,13.85,13.88,1099,42.3445,5.226,18.85,18.05
20130522,0.217403541,216.594,1190.03,1188.44,257.029,21.903,0,3.977,-7.317,78.9457,4.05,6.19,644,27.43373,4.782,18.65,18.15
20130523,0.216274276,258.441,1191.56,1190.03,216.594,14.586,3.6,4.304,-8.395,60.07966667,5.97,6.04,1268,35.93491,3.858,16.95,16.15
20130524,0.182007176,368.358,1193.01,1191.56,258.441,6.191,0.2,3.792,3.274,43.74533333,0,3.35,1417,47.31123,1.717,4.25,3.75
20130525,0.216892981,368.558,1194.4,1193.01,368.358,9.465,0,3.417,1.859,44.98033333,0,0,1401,34.27849,1.76,3.35,2.25
20130526,0.308763548,305.499,1195.72,1194.4,368.558,11.324,0,3.097,1.508,41.83366667,0,0,1407,31.39323,1.888,4.75,3.65
20130527,0.308571668,96.371,1196.97,1195.72,305.499,12.832,0.2,2.377,1.984,93.65733333,0,0,1278,10.76842,1.946,7.65,6.15
20130528,0.255493761,252.898,1198.15,1196.97,96.371,14.816,68.8,2.648,5.474,72.7587,3.72,16.87,323,26.20587,3.789,11.75,9.86
20130529,0.080512461,318.737,1199.27,1198.15,252.898,20.29,1.4,4.2,2.101,67.6957,16.88,17.3,1249,51.9271,5.032,16.35,15.85
20130530,0.211073739,285.011,1200.33,1199.27,318.737,22.391,0,3.07,-0.581,74.92233333,0.07,0.06,1283,29.12771,4.966,18.35,17.55
20130531,0.265775847,229.923,1201.32,1200.33,285.011,21.81,9,3.379,-1.124,80.8475,2.72,2.7,1258,41.67579,4.843,19.95,18.9
20130601,0.23744387,295.758,1202.25,1201.32,229.923,20.686,7.8,3.781,-3.186,80.985,3.71,3.8,962,46.12324,5.185,18.25,17.37
20130602,0.191391969,352.599,1203.11,1202.25,295.758,17.5,4,5.245,-5.983,62.2475,6.74,15.26,995,38.56415,4.542,17.75,17.42
20130603,0.246003743,370.025,1203.92,1203.11,352.599,11.517,0,2.958,1.397,57.91,0,0,1429,23.57364,2.312,9.65,7.5
20130604,0.293072953,316.754,1204.67,1203.92,370.025,12.914,0,2.733,2.519,52.34125,0,0,1413,12.78759,2.357,9.65,8.36
20130605,0.307350156,48.238,1205.35,1204.67,316.754,15.433,0,3.941,-3.054,89.2203125,0,0,1316,31.84958,2.734,10.85,9.85
20130606,0.262938398,81.736,1205.98,1205.35,48.238,12.379,3.8,3.989,1.255,90.1309375,0.84,8.3,186,45.97309,3.153,13.05,12.55
20130607,0.040019911,127.8,1206.54,1205.98,81.736,13.634,0,1.835,1.137,86.125,0.14,0.4,563,19.52727,3.594,11.95,10.95
20130608,0.067775585,336.158,1207.05,1206.54,127.8,14.771,0,2.141,3.138,60.2196875,0.55,0.6,487,15.25242,3.539,13.75,13.25
20130609,0.105922721,54.986,1207.51,1207.05,336.158,17.909,0,2.687,0.205,94.13470588,0.01,0,886,15.21486,3.476,12.15,11.25
20130610,0.278495506,209.348,1207.9,1207.51,54.986,18.114,22,2.753,0.468,85.6221875,1.13,9.3,280,33.4887,4.519,17.65,15.95
20130611,0.045536683,272.376,1208.25,1207.9,209.348,18.582,1,3.221,0.138,73.7334375,4.56,6.05,558,36.86119,4.669,16.95,16.63
20130612,0.173315672,154.348,1208.63,1208.25,272.376,18.72,0.4,2.047,-1.455,86.39753125,1.08,1.15,745,8.29342,4.477,14.85,14.06
20130613,0.225430168,265.395,1209.01,1208.63,154.348,17.265,22.2,3.137,0.732,75.6015625,6.23,39.1,668,39.23303,4.326,17.75,17.16
20130614,0.127704922,303.162,1209.28,1209.01,265.395,17.997,0,2.929,-0.971,66.77346875,4.88,4.8,1050,30.7194,4.078,14.14,13.25
20130615,0.219514313,178.962,1209.5,1209.28,303.162,17.026,0,2.653,2.532,82.955625,0,0,1296,15.49233,3.284,12.65,10.45
20130616,0.250696282,345.463,1209.67,1209.5,178.962,19.558,6.2,4.104,0.792,64.803125,1.87,5.1,645,32.47025,4.663,16.15,15.49
20130617,0.147963621,304.919,1209.78,1209.67,345.463,20.35,1,2.948,-2.875,64.394125,8.51,8.54,1305,28.86642,4.582,17.01,15.91
20130618,0.285584498,370.438,1209.84,1209.78,304.919,17.475,0.4,2.983,-1.576,52.33253125,4.37,4.55,1342,30.25344,3.655,17.09,15.41
20130619,0.252045,370.412,1209.84,1209.84,370.438,15.899,0,2.875,1.694,53.3565625,0,0,1424,26.24086,2.688,12.85,10.55
20130620,0.306187595,340.891,1209.8,1209.84,370.412,17.593,0,2.183,3.13,48.18971875,0,0,1415,5.68073,3.144,12.33,11.45
20130621,0.306166105,271.744,1209.7,1209.8,340.891,20.723,0,2.147,3.433,67.2409375,0,0,1380,8.79654,3.644,14.16,13.4
20130622,0.281774673,315.04,1209.55,1209.7,271.744,24.156,0,3.932,-0.049,69.701875,2.42,2.4,1231,36.69358,5.242,18.55,17.96
20130623,0.224637513,344.541,1209.34,1209.55,315.04,24.107,0,3.571,0.025,71.6821875,1.6,1.54,1318,32.84955,5.97467,20.89,20.04
20130624,0.260460502,169.171,1209.08,1209.34,344.541,24.132,0,3.947,-1.902,83.2196875,2.22,2.21,1274,35.48083,5.79168,21.55,20.55
20130625,0.284900028,319.432,1208.77,1209.08,169.171,22.23,0,3.488,-0.071,83.064375,10.76,10.83,1114,41.59017,5.882,20.75,20.45
20130626,0.139917127,110.115,1208.4,1208.77,319.432,22.159,2.6,3.093,-1.307,90.708125,6.28,6.29,1220,11.25585,5.796,20.15,19.15
20130627,0.264262018,88.637,1207.98,1208.4,110.115,20.852,23,1.732,-1.941,95.734375,2.48,11.4,211,12.82359,5.259,19,18.52
20130628,0.091124628,204.621,1207.51,1207.98,88.637,18.911,29.6,1.748,0.108,88.2359375,8.73,9.8,766,17.50148,5.095,18.27,17.75
20130629,0.073376215,268.418,1206.98,1207.51,204.621,19.019,0.6,2.045,0.727,72.220625,2.15,2.3,1078,12.43836,4.73,16.05,15.46
20130630,0.169456982,109.851,1206.4,1206.98,268.418,19.746,0,2.824,-1.17,73.76375,3.75,3.8,1262,25.78895,4.48282,15.98,14.14
20130701,0.222388109,191.495,1205.77,1206.4,109.851,18.576,0.2,4.221,0.288,80.728125,0.12,0.1,981,46.23989,4.092,17.3,16.35
20130702,0.091056863,277.19,1205.07,1205.77,191.495,18.864,0,2.958,3.991,80.9246875,0.32,0.3,1192,35.96898,4.873,16.95,15.99
20130703,0.158815529,179.542,1204.33,1205.07,277.19,22.855,1.4,2.02,-0.376,86.9075,2.39,2.53,1077,16.67509,5.602,18.65,17.35
20130704,0.230019833,229.449,1203.53,1204.33,179.542,22.479,1.2,2.261,-0.283,86.9840625,2.7,5.45,280,20.46772,5.493,21.05,19.99
20130705,0.149080402,285.411,1202.67,1203.53,229.449,22.196,1.6,2.868,1.201,80.9628125,3.29,7.65,696,16.46096,5.657,19.05,18.85
20130706,0.190646681,201.41,1201.75,1202.67,285.411,23.397,11.6,2.078,-1.284,88.636875,0,0,737,12.62693,5.681,19.65,18.81
20130707,0.237314475,261.888,1200.78,1201.75,201.41,22.113,0.2,4.071,0.428,85.5284375,3.19,3.1,1117,35.0729,5.775,21.75,20.73
20130708,0.167597254,190.403,1199.74,1200.78,261.888,22.541,1,2.794,-0.028,91.453125,5.18,5.2,1150,17.75357,5.756,19.45,18.8
20130709,0.218098236,171.441,1198.66,1199.74,190.403,22.513,1,2.619,0.575,90.578125,1.42,4.04,972,26.73941,6.283,21.31,20.26
20130710,0.158703552,323.76,1197.51,1198.66,171.441,23.088,1.6,3.777,-2.979,68.83035714,4.82,4.7,1224,41.15939,6.522,21.65,20.49
20130711,0.143027214,349.843,1196.3,1197.51,323.76,20.109,0,2.379,0.382,67.62666667,1.24,1.28,1327,26.70847,4.255,17.45,14.55
20130712,0.270360999,343.654,1195.03,1196.3,349.843,20.491,0,3.063,1.712,68.937,0.71,0.6,1314,27.18936,4.674,16.55,14.82
20130713,0.292437516,338.792,1193.7,1195.03,343.654,22.203,0,2.927,2.45,74.6675,0.1,0.1,1291,23.07218,5.105,18.45,17.75
20130714,0.28756935,322.054,1192.31,1193.7,338.792,24.653,0,1.864,1.882,72.27534375,0,0,1289,8.75393,5.96,20.45,19.85
20130715,0.283816704,303.534,1190.85,1192.31,322.054,26.535,0,2.007,0.292,78.230625,8.75,8.7,1233,6.073399,6.527,22.25,21.65
20130716,0.270109284,315.787,1189.33,1190.85,303.534,26.827,0,2.105,0.714,79.306,0.16,0.2,1258,10.048329,6.722,23.05,22.15
20130717,0.254888525,331.124,1187.75,1189.33,315.787,27.541,0,2.799,0.206,77.65461538,4.57,4.6,1177,20.16715,7.32,23.25,22.95
20130718,0.265516719,314.183,1186.1,1187.75,331.124,27.747,0,2.958,-0.383,77.99,1.03,1.02,1274,20.09209,7.176,24.25,23.25
20130719,0.278782572,214.028,1184.39,1186.1,314.183,27.364,14.4,5.826,-3.69,70.68233333,0.13,0.13,1275,54.3855,7.084,24.75,24.35
20130720,0.264887446,308.182,1182.61,1184.39,214.028,23.674,18.6,3.559,-2.202,66.41306667,20.96,21,1179,29.48373,5.723,24.95,24.07
20130721,0.180707368,170.198,1180.76,1182.61,308.182,21.472,0,2.305,-0.518,78.99766667,0.31,0.3,1188,17.21921,4.51,19.35,17.48
20130722,0.260594786,196.865,1178.84,1180.76,170.198,20.954,0,2.25,-0.407,84.48033333,0.01,0,463,14.42081,5.266,18.45,18.14
20130723,0.144142756,315.605,1176.86,1178.84,196.865,20.547,0,3.165,-3.723,63.99466667,7.98,8.02,867,26.99501,5.029,19.45,18.25
20130724,0.166998914,349.072,1174.8,1176.86,315.605,16.824,0,2.614,0.951,62.29633333,0.02,0,982,30.41599,3.252,13.52,11.7
20130725,0.268175484,331.562,1172.68,1174.8,349.072,17.775,0,2.497,1.33,62.90333333,0,0,1303,15.43471,3.481214,13.25,11.88
20130726,0.297133129,76.807,1170.48,1172.68,331.562,19.105,0,2.208,1.52,86.03866667,0,0,1240,7.9503,3.938,14.75,13.55
20130727,0.282738684,228.793,1168.21,1170.48,76.807,20.625,1.6,3.153,-4.039,69.76633333,0.4,3.1,320,30.30894,4.514,17.15,16.55
20130728,0.065620087,207.487,1165.86,1168.21,228.793,16.586,2.6,3.3,0.638,72.44266667,2.65,2.57,1196,35.41589,3.672,17.85,15.35
20130729,0.195849205,331.554,1163.44,1165.86,207.487,17.224,0.2,2.872,2.011,67.7287,2.12,2.3,627,32.4019,3.733,12.85,11.55
20130730,0.177969053,241.178,1160.95,1163.44,331.554,19.235,0,2.701,1.241,72.51433333,0.76,0.74,1151,14.98525,4.031,13.25,12.05
20130731,0.284977309,259.624,1158.38,1160.95,241.178,20.476,0,1.975,-0.099,80.19303333,0.1,1,899,7.98571,4.294,15.45,14.35
20130801,0.207741935,283.41,1155.73,1158.38,259.624,20.377,10.2,3.136,-0.303,74.78033333,10.44,12.45,1021,30.18364,4.991,20.05,19.05
20130802,0.224126798,321.224,1153.01,1155.73,283.41,20.074,4.4,3.617,-0.715,63.00436667,1.74,1.74,1180,27.57644,4.269,16.15,15.05
20130803,0.245221635,273.421,1150.21,1153.01,321.224,19.359,0.2,2.917,-2.07,64.33936667,0.94,0.92,1243,28.37042,4.119,16.65,15.75
20130804,0.278596023,273.156,1147.33,1150.21,273.421,17.289,0,3.109,-0.556,63.826,0.52,0.5,1232,33.56061,3.614,14.55,12.75
